id,t,x0,x1
4,6.0,1.541167,3.795524
4,6.4,2.431672,4.044173
4,6.8,3.245729,4.924803
4,7.2,3.686995,6.144767
4,7.6,3.656223,7.344812
4,8.0,3.095041,8.132684
4,8.4,1.739852,7.944551
4,8.8,0.456646,6.547852
4,9.2,0.580476,5.419614
4,9.6,0.823322,4.469744
4,10.0,1.306594,3.868906
4,10.4,2.129977,3.884682
4,10.8,3.013333,4.585333
4,11.2,3.593132,5.733307
4,11.6,3.720553,6.980497
4,12.0,3.342503,7.949704
4,12.4,2.309236,8.168123
4,12.8,0.510737,6.958635
4,13.2,0.5288,5.770524
4,13.6,0.726554,4.750876
4,14.0,1.112302,4.009116
4,14.4,1.834756,3.800051
4,14.8,2.746854,4.293605
4,15.2,3.450935,5.332407
4,15.6,3.732194,6.587418
4,16.0,3.524847,7.690723
4,16.4,2.74036,8.220281
4,16.8,0.96073,7.463902
4,17.2,0.48635,6.136233
4,17.6,0.64869,5.060039
4,18.0,0.956194,4.20578
4,18.4,1.562125,3.792731
4,18.8,2.456221,4.060419
4,19.2,3.263066,4.95444
4,19.6,3.692498,6.178635
4,20.0,3.648545,7.373029
4,20.4,3.071525,8.143714
4,20.8,1.685554,7.916931
4,21.2,0.457641,6.515912
4,21.6,0.585165,5.391543
4,22.0,0.832281,4.448122
4,22.4,1.32435,3.860235
4,22.8,2.154733,3.895022
4,23.2,3.033811,4.611561
4,23.6,3.602688,5.766862
4,24.0,3.717279,7.011675
4,24.4,3.324754,7.96785
4,24.8,2.268343,8.156924
4,25.2,0.497617,6.922369
4,25.6,0.532688,5.741122
4,26.0,0.733715,4.726649
4,26.4,1.126752,3.995327
4,26.8,1.858349,3.804089
4,27.2,2.7698,4.31549
4,27.6,3.464377,5.364625
4,28.0,3.733189,6.620458
4,28.4,3.512151,7.714417
4,28.8,2.709129,8.221327
4,29.2,0.903761,7.419801
4,29.6,0.489469,6.105696
4,30.0,0.654489,5.033747
4,30.4,0.967704,4.187771
4,30.8,1.583322,3.790445
4,31.2,2.480693,4.077122
4,31.6,3.280121,4.984313
4,32.0,3.697663,6.212481
4,32.4,3.640498,7.400953
4,32.8,3.047491,8.15408
4,33.2,1.630064,7.887779
4,33.6,0.458963,6.484119
4,34.0,0.589927,5.363595
4,34.4,0.841409,4.426746
4,34.8,1.34238,3.852022
4,35.2,2.17952,3.905864
4,35.6,3.05405,4.638103
4,36.0,3.611915,5.800478
4,36.4,3.713649,7.04265
4,36.8,3.306566,7.985472
4,37.2,2.226501,8.144549
4,37.6,0.486926,6.886773
4,38.0,0.536637,5.711823
4,38.4,0.741005,4.702614
4,38.8,1.141463,3.981925
4,39.2,1.882087,3.808651
4,39.6,2.792574,4.337763
4,40.0,3.477506,5.39699
5,0.0,2.28613,5.924227
5,0.4,1.93894,5.85219
5,0.8,1.472581,5.487214
5,1.2,1.124461,4.895221
5,1.6,1.167039,4.337633
5,2.0,1.540986,4.023587
5,2.4,2.13795,4.087137
5,2.8,2.761019,4.542696
5,3.2,3.210119,5.273963
5,3.6,3.384424,6.105585
5,4.0,3.248856,6.846049
5,4.4,2.770556,7.287254
5,4.8,1.828986,7.151321
5,5.2,0.615283,6.196622
5,5.6,0.612186,5.295488
5,6.0,0.810104,4.539529
5,6.4,1.162625,3.998472
5,6.8,1.749319,3.820247
5,7.2,2.479856,4.102273
